id,title,genre,description,release_year,user_rating,mental_health_tags,sentiment_score
1222064,River of Blood,"[27, 53]",Four kayakers take the wrong river into a jungle inhabited by a tribe of merciless cannibals.,2024,6.306,resilience|trauma healing,0.88
1280672,One of Them Days,[35],"Best friends and roommates Dreux and Alyssa are about to have One of Them Days. When they discover Alyssa’s boyfriend has blown their rent money, the duo finds themselves going to extremes in a comical race against the clock to avoid eviction and keep their friendship intact.",2025,6.8,trauma healing|resilience,0.59
929204,Wallace & Gromit: Vengeance Most Fowl,"[16, 35, 10751, 12]","Gromit’s concern that Wallace is becoming too dependent on his inventions proves justified, when Wallace invents a “smart” gnome that seems to develop a mind of its own. When it emerges that a vengeful figure from the past might be masterminding things, it falls to Gromit to battle sinister forces and save his master… or Wallace may never be able to invent again!",2024,7.6,resilience|trauma healing,0.67
58008,Night Nurse,[35],"A dentist invites a elderly patient to stay at his home to recover, unaware that he is a jewel thief. He plans to steal a valuable diamond but then runs into a beautiful nurse who, aside from constantly stripping nude, has plans of her own.",1979,5.2,trauma healing|resilience,0.81
1249013,Jugaremos en el bosque,[27],"After the death of his son, Javier hopes that restoring his family's abandoned ranch will allow him and his wife Mariana, who attempted suicide, a new beginning, but his grandmother refuses.",2024,7.095,resilience|trauma healing,0.32
249578,Tabu,"[35, 10402]","The fictional encounter in Rio de Janeiro, Brazil (in the 30s) between popular songwriter Lamartine Babo and inconoclast poet and playwright Oswald de Andrade.",1983,6.1,resilience|trauma healing,0.69
7451,xXx,"[28, 12, 53, 80]","Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",2002,5.9,resilience|trauma healing,0.51
978796,Bagman,"[27, 53]","For centuries and across cultures, parents have warned their children of the legendary Bagman, who snatches innocent children and stuffs them into his vile, rotting bag—never to be seen again. Patrick McKee narrowly escaped such an encounter as a boy, which left him with lasting scars throughout his adulthood. Now, Patrick’s childhood tormentor has returned, threatening the safety of his wife Karina and son Jake.",2024,6.3,resilience|trauma healing,0.31
980477,Ne Zha 2,"[16, 14, 12]","After the Tribulation, although the souls of Ne Zha and Ao Bing were preserved, their physical bodies would soon be completely destroyed. Tai Yi Zhen Ren plans to use the Seven Colored Lotus to reshape their physical forms. But in the process of reshaping, they encounter numerous difficulties. Where will the fate of Ne Zha and Ao Bing go?",2025,7.813,resilience|trauma healing,0.38
76600,Avatar: The Way of Water,"[878, 12, 28]","Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",2022,7.6,resilience|trauma healing,0.64
155,The Dark Knight,"[18, 28, 80, 53]","Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",2008,8.5,resilience|trauma healing,0.77
957119,Sidelined: The QB and Me,"[35, 10749]","Dallas, a burdened but headstrong dancer, is determined to get into the best dance school in the country—her late mother’s alma mater. However, that dream is suddenly derailed when the cheeky yet secretly grieving football star, Drayton, crashes into her life with a unique story of his own. Will the two of them be able to grow into their dreams together, or will their dreams be sidelined?",2025,5.838,trauma healing|resilience,0.4
810,Shrek the Third,"[14, 12, 16, 35, 10751]","The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",2007,6.297,resilience|trauma healing,0.53
1011985,Kung Fu Panda 4,"[16, 10751, 28, 35]","Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past.",2024,7.1,trauma healing|resilience,0.6
1051896,Arcadian,"[28, 27, 53, 878]","In the near future, on a decimated Earth, Paul and his twin sons face terror at night when ferocious creatures awaken. When Paul is nearly killed, the boys come up with a plan for survival, using everything their father taught them to keep him alive.",2024,6.1,trauma healing|resilience,0.48
24428,The Avengers,"[878, 28, 12]","When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",2012,7.73,resilience|trauma healing,0.37
335984,Blade Runner 2049,"[878, 18]","Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",2017,7.6,resilience|trauma healing,0.31
198663,The Maze Runner,"[28, 9648, 878, 53]","Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",2014,7.188,trauma healing|resilience,0.55
1241320,Kingdom IV: Return of the Great General,"[28, 12]","Depicts a continuation of the ""Battle of Mayang"", an all-out war against the neighboring country Zhao that Shin and Wang Ki fought in in the previous work ""Flame of Fate"".",2024,6.796,trauma healing|resilience,0.89
950387,A Minecraft Movie,"[12, 14, 10751, 35]","Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.",2025,0.0,trauma healing|resilience,0.31
604685,Den of Thieves 2: Pantera,"[28, 80, 53]","Big Nick is back on the hunt in Europe and closing in on Donnie, who is embroiled in the treacherous and unpredictable world of diamond thieves and the infamous Panther mafia, as they plot a massive heist of the world's largest diamond exchange.",2025,6.7,resilience|trauma healing,0.52
1293263,The Curse of the Necklace,"[27, 9648, 53]","After separating due to his unpredictable alcohol infused temper, Frank try to win his wife Laura back by giving her a beautiful antique necklace he finds in an old 1938 evidence bag at the station. Unfortunately, the necklace is a conduit for the tormented soul of an evil boy from long ago, and Laura and her daughters find themselves in terrible danger from a little boy who no longer exists.",2024,5.9,trauma healing|resilience,0.3
675353,Sonic the Hedgehog 2,"[28, 12, 10751, 35]","After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",2022,7.479,trauma healing|resilience,0.45
361743,Top Gun: Maverick,"[28, 18]","After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",2022,8.185,trauma healing|resilience,0.32
791042,Levels,"[28, 878, 53]","After witnessing his girlfriend's murder, a man risks everything - including reality itself - to discover the truth.",2024,5.6,trauma healing|resilience,0.6
1147710,Hijack 1971,"[28, 53, 80]","Pilots Tae-in and Gyu-sik are set to fly to Gimpo. Under the guidance of flight attendant Ok-soon, passengers are busy boarding. However, shortly after takeoff, a homemade bomb explodes, turning the cabin into chaos.",2024,6.4,trauma healing|resilience,0.67
122,The Lord of the Rings: The Return of the King,"[12, 14, 28]","As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",2003,8.481,trauma healing|resilience,0.85
1017066,Heaven in Hell,"[18, 10749]","Olga and Maks are 15 years away. She is a successful woman with an established position, the mother of an adult daughter, he is a handsome young man who enjoys his life in a handful and lives only in the moment. It might seem that these two different worlds will never meet, and yet fate put them in the way.",2023,6.8,resilience|trauma healing,0.93
653346,Kingdom of the Planet of the Apes,"[878, 12, 28, 18, 53]","Several generations following Caesar's reign, apes – now the dominant species – live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all he's known about the past and to make choices that will define a future for apes and humans alike.",2024,7.089,resilience|trauma healing,0.81
634649,Spider-Man: No Way Home,"[28, 12, 878]","Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",2021,7.949,resilience|trauma healing,0.94
1078600,Marked Men: Rule + Shaw,"[10749, 18]","Shaw Landon has loved Rule Archer from the moment she laid eyes on him. Rule, a fiery-tempered rebel tattoo artist, doesn’t have time for a good girl pre-med student like Shaw — even if she’s the only one who can see the person he truly is. She lives by other people’s rules; he makes his own. But a short skirt, too many birthday cocktails, and spilled secrets lead to a night neither can forget. Now, Shaw and Rule must figure out how a girl like her and a guy like him are supposed to be together without destroying their love…or each other.",2025,6.8,trauma healing|resilience,0.85
1013850,A Real Pain,"[35, 18]",Mismatched cousins David and Benji reunite for a tour through Poland to honor their beloved grandmother. The adventure takes a turn when the pair's old tensions resurface against the backdrop of their family history.,2024,6.8,resilience|trauma healing,0.9
1216191,Oddity,"[27, 9648]","After the brutal murder of her twin sister, Darcy goes after those responsible by using haunted items as her tools for revenge.",2024,6.7,resilience|trauma healing,0.4
502356,The Super Mario Bros. Movie,"[16, 10751, 12, 14, 35]","While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",2023,7.6,trauma healing|resilience,0.65
1017066,Heaven in Hell,"[18, 10749]","Olga and Maks are 15 years away. She is a successful woman with an established position, the mother of an adult daughter, he is a handsome young man who enjoys his life in a handful and lives only in the moment. It might seem that these two different worlds will never meet, and yet fate put them in the way.",2023,6.8,resilience|trauma healing,0.94
653346,Kingdom of the Planet of the Apes,"[878, 12, 28, 18, 53]","Several generations following Caesar's reign, apes – now the dominant species – live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all he's known about the past and to make choices that will define a future for apes and humans alike.",2024,7.1,resilience|trauma healing,0.63
634649,Spider-Man: No Way Home,"[28, 12, 878]","Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",2021,7.949,resilience|trauma healing,0.92
1078600,Marked Men: Rule + Shaw,"[10749, 18]","Shaw Landon has loved Rule Archer from the moment she laid eyes on him. Rule, a fiery-tempered rebel tattoo artist, doesn’t have time for a good girl pre-med student like Shaw — even if she’s the only one who can see the person he truly is. She lives by other people’s rules; he makes his own. But a short skirt, too many birthday cocktails, and spilled secrets lead to a night neither can forget. Now, Shaw and Rule must figure out how a girl like her and a guy like him are supposed to be together without destroying their love…or each other.",2025,6.667,trauma healing|resilience,0.72
1013850,A Real Pain,"[35, 18]",Mismatched cousins David and Benji reunite for a tour through Poland to honor their beloved grandmother. The adventure takes a turn when the pair's old tensions resurface against the backdrop of their family history.,2024,6.763,trauma healing|resilience,0.4
1216191,Oddity,"[27, 9648]","After the brutal murder of her twin sister, Darcy goes after those responsible by using haunted items as her tools for revenge.",2024,6.7,resilience|trauma healing,0.68
502356,The Super Mario Bros. Movie,"[16, 10751, 12, 14, 35]","While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",2023,7.628,trauma healing|resilience,0.72
1426674,A Copenhagen Love Story,"[10749, 18]","After author Mia finds love with single father Emil, their happiness is put to the test as they undergo fertility treatments to have kids of their own.",2025,6.6,resilience|trauma healing,0.44
786892,Furiosa: A Mad Max Saga,"[28, 878, 12]","As the world falls, young Furiosa is snatched from the Green Place of Many Mothers into the hands of a great biker horde led by the warlord Dementus. Sweeping through the wasteland, they encounter the citadel presided over by Immortan Joe. The two tyrants wage war for dominance, and Furiosa must survive many trials as she puts together the means to find her way home.",2024,7.487,trauma healing|resilience,0.35
1159311,My Hero Academia: You're Next,"[16, 28, 12, 878]","In a society devastated by the effects of an all-out war between heroes and villains, a mysterious giant fortress suddenly appears, engulfing towns and people one after another. Then, a man reminiscent of All Might, the 'symbol of peace', stands in front of Izuku and his friends...",2024,6.8,resilience|trauma healing,0.76
592695,Pleasure,[18],"19 year old Linnéa leaves her small town in Sweden and heads for Los Angeles with the aim of becoming the world's next big porn star, but the road to her goal turns out to be bumpier than she imagined.",2021,6.2,resilience|trauma healing,0.91
1235623,Eye for an Eye 2,"[28, 18]","The blind swordsman, skilled in martial arts, named Cheng Xiazi (Xie Miao), accidentally saves Zhang Xiaoyu (Yang Enyou), who has suffered from the destruction of his family. Under the persuasion of the orphan Xiaoyu, Cheng reluctantly keeps him by his side and teaches him skills. Xiaoyu also waits for the opportunity to seek revenge.",2024,6.2,resilience|trauma healing,0.53
569094,Spider-Man: Across the Spider-Verse,"[16, 28, 12, 878]","After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",2023,8.347,resilience|trauma healing,0.44
27205,Inception,"[28, 878, 12]","Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",2010,8.4,resilience|trauma healing,0.8
1196470,Survive,"[878, 53, 12, 28]",A couple celebrates their son’s birthday in the middle of the ocean on their boat. A violent storm hits and it brings up hungry creatures from the depths and they fight for their survival.,2024,5.948,resilience|trauma healing,0.36
748783,The Garfield Movie,"[16, 35, 10751, 12]","Garfield, the world-famous, Monday-hating, lasagna-loving indoor cat, is about to have a wild outdoor adventure! After an unexpected reunion with his long-lost father – scruffy street cat Vic – Garfield and his canine friend Odie are forced from their perfectly pampered life into joining Vic in a hilarious, high-stakes heist.",2024,7.081,resilience|trauma healing,0.9
218,The Terminator,"[28, 53, 878]","In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",1984,7.663,resilience|trauma healing,0.59
714675,The American,[18],"American ballet dancer Joy Womack is accepted into Moscow's infamously tough Bolshoi Ballet Academy, with the dream of becoming a great ballerina.",2023,6.7,resilience|trauma healing,0.89
823464,Godzilla x Kong: The New Empire,"[28, 12, 878]","Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own.",2024,7.107,trauma healing|resilience,0.77
61108,Emmanuelle 6,"[18, 10749]",Journey with Emmanuelle and the world's most excuisite models deep into the Venezuelan Amazon jungle to the heart of paradise. Beauty can be dangerous and the women soon find themselves captive to a powerful drug lord. Now they must escape from a land of darkness,1988,4.036,resilience|trauma healing,0.31
19995,Avatar,"[28, 12, 14, 878]","In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",2009,7.588,resilience|trauma healing,0.84
1318917,Chasing the Wind,[10749],"Two heirs of a company; Ege Yazici and Asli Mansoy are against each other about the future of the company. Asli is completely a city-girl while Ege belongs to Çesme. Will they realize how similar they are, despite all their differences?",2025,5.3,resilience|trauma healing,0.35
615453,Ne Zha,"[16, 14, 12]","The Primus extracts a Mixed Yuan Bead into a Spirit Seed and a Demon Pill. The Spirit Seed can be reincarnated as a human to help King Zhou establish a new dynasty, whereas the Demon Pill will create a devil threatening humanity. Ne Zha is the one who is destined to be the hero, but instead he becomes a devil incarnate, because the Spirit Seed and a Demon Pill are switched.",2019,7.901,resilience|trauma healing,0.42
667538,Transformers: Rise of the Beasts,"[878, 12, 28]","When a new threat capable of destroying the entire planet emerges, Optimus Prime and the Autobots must team up with a powerful faction known as the Maximals. With the fate of humanity hanging in the balance, humans Noah and Elena will do whatever it takes to help the Transformers as they engage in the ultimate battle to save Earth.",2023,7.2,trauma healing|resilience,0.93
674,Harry Potter and the Goblet of Fire,"[12, 14]","When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",2005,7.802,trauma healing|resilience,0.88
603692,John Wick: Chapter 4,"[28, 53, 80]","With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",2023,7.7,trauma healing|resilience,0.84
8587,The Lion King,"[10751, 16, 18]","Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life.",1994,8.3,trauma healing|resilience,0.59
1299372,The Wailing,[27],"Andrea, in search of her biological family, feels stalked by an invisible threat. Other women before them have suffered the same fate. Twenty years earlier, on the other side of the world, Camille, fascinated by Marie, tries to warn her of a threat hanging over her.",2024,6.3,trauma healing|resilience,0.62
27449,Baby Face,[18],"A young woman uses her body and her sexuality to help her climb the social ladder, but soon begins to wonder if her new status will ever bring her happiness.",1933,7.3,trauma healing|resilience,0.63
672,Harry Potter and the Chamber of Secrets,"[12, 14]","Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",2002,7.71,trauma healing|resilience,0.79
1269732,The Legend of Condor Hero: What is Love,"[28, 14, 12]","Yang Guo, orphaned and wandering since childhood, became a disciple of Guo Jing but faced bullying in the Quanzhen Sect due to his mysterious background. He eventually left to study martial arts under Xiao Longnv. Meanwhile, King Jinlun and rogue disciple Li Mochou sought to seize martial arts secrets and strategic maps. Caught in the conflicts of the martial world, Yang Guo and Xiao Longnv faced numerous challenges, and their bond deepened into a bittersweet love.",2025,5.1,trauma healing|resilience,0.35
346698,Barbie,"[35, 12]","Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",2023,6.983,trauma healing|resilience,0.8
1116490,Cash Out,"[28, 53]","Criminal mastermind Mason is about to execute the score of a lifetime when his lover and key member of his crew, Decker, takes the team down and reveals she’s an undercover Interpol agent. Heartbroken, Mason escapes and retires from the life of crime until his younger brother Shawn is out of his league taking on a big bank heist all on his own. Mason has no choice left but to come to the rescue, while Interpol brings Decker in hoping to unnerve him. Before the SWAT teams storm the bank, Mason must use every tool in his arsenal to not only escape with the prize, but also the love of his life.",2024,6.313,resilience|trauma healing,0.46
420818,The Lion King,"[12, 18, 10751, 16]","Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",2019,7.111,resilience|trauma healing,0.88
797271,Counterattack,"[28, 9648, 53]",Security expert Lu Zi Ming is hired to work at an oil and gas plant project bidding event. He is framed by several of the parties involved. In order to prove his innocence he must now devise the ultimate counter-attack.,2021,6.2,trauma healing|resilience,0.32
98,Gladiator,"[28, 18, 12]","After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.",2000,8.218,trauma healing|resilience,0.74
1433593,El hilo rojo,"[18, 10749]","Abril, a rebellious and daring stewardess, and Manuel, a shy and traditional businessman, meet on a plane and instantly feel an undeniable attraction.",2025,8.0,resilience|trauma healing,0.48
1114926,The Good Half,"[35, 18]","Renn Wheeland returns home to Cleveland for his mother's funeral. Once there, he forges new relationships while healing old ones, before confronting his problems and trying to face his grief.",2024,5.8,trauma healing|resilience,0.48
14836,Coraline,"[16, 10751, 14]","Wandering her rambling old house in her boring new town, 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a frighteningly real sacrifice.",2009,7.891,resilience|trauma healing,0.46
271110,Captain America: Civil War,"[12, 28, 878]","Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",2016,7.444,resilience|trauma healing,0.74
98,Gladiator,"[28, 18, 12]","After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.",2000,8.218,resilience|trauma healing,0.95
1433593,El hilo rojo,"[18, 10749]","Abril, a rebellious and daring stewardess, and Manuel, a shy and traditional businessman, meet on a plane and instantly feel an undeniable attraction.",2025,8.0,resilience|trauma healing,0.75
1114926,The Good Half,"[35, 18]","Renn Wheeland returns home to Cleveland for his mother's funeral. Once there, he forges new relationships while healing old ones, before confronting his problems and trying to face his grief.",2024,5.8,resilience|trauma healing,0.31
14836,Coraline,"[16, 10751, 14]","Wandering her rambling old house in her boring new town, 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a frighteningly real sacrifice.",2009,7.891,resilience|trauma healing,0.79
271110,Captain America: Civil War,"[12, 28, 878]","Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",2016,7.444,trauma healing|resilience,0.54
438631,Dune,"[878, 12]","Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",2021,7.784,trauma healing|resilience,0.83
1084736,The Count of Monte Cristo,"[28, 12, 18]","Edmond Dantes becomes the target of a sinister plot and is arrested on his wedding day for a crime he did not commit. After 14 years in the island prison of Château d’If, he manages a daring escape. Now rich beyond his dreams, he assumes the identity of the Count of Monte-Cristo and exacts his revenge on the three men who betrayed him.",2024,8.0,trauma healing|resilience,0.6
244786,Whiplash,"[18, 10402]","Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",2014,8.376,resilience|trauma healing,0.5
507086,Jurassic World Dominion,"[12, 28, 878]","Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history's most fearsome creatures.",2022,6.676,trauma healing|resilience,0.43
26389,From Paris with Love,"[28, 80, 53]","James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig—working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realises that Charlie may be his only hope of survival.",2010,6.3,trauma healing|resilience,0.77
585,"Monsters, Inc.","[16, 35, 10751]","Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home.",2001,7.8,trauma healing|resilience,0.39
22,Pirates of the Caribbean: The Curse of the Black Pearl,"[12, 14, 28]","After Port Royal is attacked and pillaged by a mysterious pirate crew, capturing the governor's daughter Elizabeth Swann in the process, William Turner asks free-willing pirate Jack Sparrow to help him locate the crew's ship—The Black Pearl—so that he can rescue the woman he loves.",2003,7.808,trauma healing|resilience,0.43
315162,Puss in Boots: The Last Wish,"[16, 12, 14, 35, 10751]","Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",2022,8.2,resilience|trauma healing,0.74
150540,Inside Out,"[16, 10751, 12, 18, 35]","When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.",2015,7.911,resilience|trauma healing,0.58
944401,Dogman,"[28, 18, 80]","A boy, bruised by life, finds his salvation through the love of his dogs.",2023,7.899,resilience|trauma healing,0.57
51482,Death Note Relight 1: Visions of a God,"[10770, 80, 18, 14, 53, 16]","A recap of Death Note episodes 1–26, with new footage. When rogue shinigami Ryuk leaves his Death Note in the human world, he has no idea how far the one who finds it will take his new-found power. With the Death Note in hand, brilliant high school student Light Yagami vows to rid the world of evil.",2007,7.9,trauma healing|resilience,0.39
1395724,Chijin no Ai,[18],"Kawai Joji, an aspiring screenwriter who has won a screenplay competition but has yet to make his professional debut, meets a beautiful woman, Naomi, in a rundown bar one day. Naomi says she is working at the bar while aiming to become an actress. On another day, Joji is asked by his screenplay instructor if he would like to write a screenplay for a film based on Tanizaki Junichiro's ""A Fool's Love"" on his behalf. Joji is determined to succeed this time, but struggles to write the script. Meanwhile, Joji meets Naomi again, and the two of them quickly become closer, but...",2024,6.0,trauma healing|resilience,0.86
767,Harry Potter and the Half-Blood Prince,"[12, 14]","As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",2009,7.685,trauma healing|resilience,0.51
1303236,GATAO: Like Father Like Son,"[80, 28]","Drug Prince Michael and Scorpion are seizing the old fellows' turfs, the gangs families tornado spins three nobodies who are trying to survive. You'll never know who's gonna get bit by reality through the alternation of generations?",2024,9.0,resilience|trauma healing,0.57
1129598,Prey,"[28, 53, 27]",A young couple is compelled to leave their Christian missionary station in the Kalahari Desert after being threatened with death by an extremist militant gang. After crashing their aircraft they must battle man and beast for their lives.,2024,6.2,resilience|trauma healing,0.58
